INSCRI2	INSCRI	ANO	PRESF1	B1	B2	Q1	Q2	G1	G2	F1	F2	H1	H2	M1	M2	Q13	RED	FASE1	REDCORR	ENEM2
20001413235	1413235	2000	1	2	1	1	0	1	3	1		0	1	0	3	13	13	44.2	-1	72,38
20001413242	1413242	2000	1	2	3	4	2	4	3	1	2	3	0	5	5	34	15.5	71.2	-1	97,14
20001413259	1413259	2000	1	2	2	1	1	4	1	1	1	3		5	0	21	14.5	55.8	-1	0
20001413266	1413266	2000	1	3	2	0	3	4	4	3	3	3	3	2	5	35	11	61.4	-1	95,24
20001413273	1413273	2000	1	1	0	1	0	4	3			5	2	0	3	19	15	55	-1	97,14
20001413280	1413280	2000	1	2	4	2	1	2	2	3	2	1	0	0	5	24	11	50.4	-1	0
20001413297	1413297	2000	1	2	1	1	0	0	2	1	1	1	0	0	3	12	11	38.4	-1	62,86
20001413303	1413303	2000	1	3	0	1	1	4	2		1	3		0	4	19	13	50.2	-1	68,57
20001413310	1413310	2000	1	1		0	0	1	2	0		1		0	4	9	10.5	34.2	-1	43,81
20001413327	1413327	2000	1	0	1	0	0	2	2	0	2	2	0	0	2	11	13.5	43.4	-1	59,05
20001413334	1413334	2000	1	2	3	1	1	2	2	0		1			5	17	14	50.6	-1	80
20001413341	1413341	2000	1	2	0	0	0	0	2	1	0	2		2	5	14	11.5	41.6	-1	87,62
20001413358	1413358	2000	1	1	1	0	1	1	1	0	1	0		0	2	8	11	34.4	-1	59,05
20001413365	1413365	2000	1	2	0	1	1	1	2	0	2	5	0	1	5	20	14.5	54.8	-1	80
20001413372	1413372	2000	1	3	3	0	0	2	3	1	1	1	0	2	5	21	11.5	48.6	-1	91,43
20001413389	1413389	2000	1	1	1	2	0	2	3	1	2	2	0	0	3	17	11	43.4	-1	85,71
20001413396	1413396	2000	1	2	0	3	1	1	3	2	2	1	0	0	5	20	17	60.8	-1	91,43
20001413402	1413402	2000	1	0	0	2	1	1	0		0	1	0	0	5	10	10.5	35.2	-1	0
20001413419	1413419	2000	1						2						1	3	7	19.8	-1	47,62
20001413426	1413426	2000	1	0	0	1	1	2	3	0	1	1	3	0	5	17	9.5	39.8	-1	74,29
20001413433	1413433	2000	1	2	3	3	2	4	3	3	4	3	0	5	5	37	14	70.6	-1	108,57
20001413440	1413440	2000	1	3	3	4	0	3	2	2	5	3	0	5	5	35	16.5	74.6	-1	100,95
20001413457	1413457	2000	1	3	2	5	1	3	0	4	5	5		5	5	38	13	69.2	-1	100,95
20001413464	1413464	2000	1	4	4	2	1	2	4	5	5	5	2	3	5	42	13	73.2	-1	100,95
20001413471	1413471	2000	1	1	1	1	0	2	2	0	0	2	3	0	2	14	11	40.4	-1	87,62
20001413488	1413488	2000	1	3	1	1	1	2	4	0	1	2	0	0	5	20	11.5	47.6	-1	55,24
20001413495	1413495	2000	1	1	1	0	0	1	1	0		0	0	0	3	7	12	35.8	-1	57,14
20001413501	1413501	2000	1	3	2	1		4	5	0		3	3	3	5	29	15.5	66.2	-1	87,62
20001413518	1413518	2000	1		0	1			1					0	3	5	10.5	30.2	-1	0
20001413525	1413525	2000	0														0	0	-1	0
20001413532	1413532	2000	1	2	1	0	1	1	0				1	1	5	12	11	38.4	-1	55,24
20001413549	1413549	2000	1	3	3	2	1	3	4	2	3	5	0	0	2	28	12	56.8	-1	70,48
20001413556	1413556	2000	1	0	1	0	0	1	1	0	0	0	0	0	0	3	0	0	-1	28,57
20001413563	1413563	2000	1	2	1	1	0	3	2	1	1	3	3	0	2	19	13	50.2	-1	0
20001413570	1413570	2000	1	0	3	0	0	2	1	1	0	0	0	0	0	7	12.5	37	-1	66,67
20001413587	1413587	2000	1	1	2	5	0	3	2	2	5	5	0	5	3	33	16.5	72.6	-1	99,05
20001413594	1413594	2000	1	1	3	1	1	1	2	0		5	0	0	5	19	12	47.8	-1	74,29
20001413600	1413600	2000	1	2	1	3	1	3	0	3	2	4	0	5	5	29	13.5	61.4	-1	81,9
20001413617	1413617	2000	1	1	0	1	0	1	1	1	1	4	1	1	2	14	14.5	48.8	-1	91,43
20001413624	1413624	2000	1	1	3	2	1	4	1	1		2	3	5		23	13	54.2	-1	91,43
20001413631	1413631	2000	1	0	0	0	0	1	2	2	1	1	1	0	3	11	10.5	36.2	-1	47,62
20001413648	1413648	2000	1	0	0	2	1	2	2	0	0	1	0	0	2	10	14	43.6	-1	89,52
20001413655	1413655	2000	1	4	2	1	1	3	2		1	3	1		5	23	12	51.8	-1	62,86
20001413662	1413662	2000	1	0	3	0	1	3	1			0		0	5	13	11.5	40.6	-1	64,76
20001413679	1413679	2000	1	4	3	3	1	4	2			3	0		3	23	9.5	45.8	-1	89,52
20001413686	1413686	2000	1	1	2	1	1	1	2	2	4	5	0	2	5	26	11	52.4	-1	91,43
20001413693	1413693	2000	1	0	0	1		4	4			3	0		5	17	8	36.2	-1	85,71
20001413709	1413709	2000	1	2	2	0	1	2	1	4		5	1	0	1	19	12.5	49	-1	104,76
20001413716	1413716	2000	1						0	0		0			3	3	8	22.2	-1	0
20001413723	1413723	2000	1	1	3	0	1	1	2	0		2	0	0	3	13	15.5	50.2	-1	89,52
20001413730	1413730	2000	1	3	1	1	0	1	1	1	2	2		0	2	14	13.5	46.4	-1	62,86
20001413747	1413747	2000	1	1	2	1	0	2	2		0	1	0	0	1	10	12.5	40	-1	60,95
20001413754	1413754	2000	1	3	3	1	1	4	1			1	3	5	5	27	9	48.6	-1	97,14
20001413761	1413761	2000	1	2	2	2	1	2	1	1	2	3	0	1	2	19	13	50.2	-1	64,76
20001413778	1413778	2000	1	2	1	0		0	1		1	0	0	0	1	6	9.5	28.8	-1	74,29
20001413785	1413785	2000	0														0	0	-1	60,95
20001413792	1413792	2000	1	3	2	1	1	1	4		2	2	0	3	3	22	13	53.2	-1	95,24
20001413808	1413808	2000	1	3	4	4	1	3	3	2	1	3	0	5	3	32	13.5	64.4	-1	97,14
20001413815	1413815	2000	1	3	3	1	0	1	3		3	2	0	3	5	24	10.5	49.2	-1	91,43
20001413822	1413822	2000	1	2	1	1	0	3	2	0		1	3	3	3	19	14	52.6	-1	97,14
20001413839	1413839	2000	1	1	0	2	0	1	1		1	4	0	0	4	14	12.5	44	-1	81,9
20001413846	1413846	2000	1	0	1	1	1	1	1	0	3	1	0	0	3	12	12.5	42	-1	68,57
20001413853	1413853	2000	1	3	2	3		3	3	1	2	3	1	0		21	11.5	48.6	-1	70,48
20001413860	1413860	2000	1	3	2	4	2	1	2	0	4	2	2	5	3	30	13	61.2	-1	0
20001413877	1413877	2000	1	3	3			3	2			4		5	5	25	14.5	59.8	-1	102,86
20001413884	1413884	2000	1	4	2	3	1	4	3	1	4	4	1	1	5	33	13.5	65.4	-1	78,1
20001413891	1413891	2000	1	3	2	3	1	3	3	2	4	5	5	5	5	41	14.5	75.8	-1	114,29
20001413907	1413907	2000	1		0	0	1							0	2	3	10.5	28.2	-1	0
20001413914	1413914	2000	1	1	0	3	1	3	1	2	3	3		5	3	25	12.5	55	-1	91,43
20001413921	1413921	2000	1	3	1	1		3	4			4	5	2	5	28	14.5	62.8	-1	93,33
20001413938	1413938	2000	1	2	3	2	1	1	4	1	1	4	1	0		20	13	51.2	-1	87,62
20001413945	1413945	2000	1	3	3	3	1	1	3	0	2	4	2	0	3	25	10	49	-1	93,33
20001413952	1413952	2000	1	1	1	0	0	3	3	0	0	3	0		5	16	12.5	46	-1	80
20001413969	1413969	2000	1	2	0	1		0	1	2		1	0		1	8	10.5	33.2	-1	0
20001413976	1413976	2000	1	2	0	0	0	4	2	1	1	1	3	0	5	19	11.5	46.6	-1	81,9
20001413983	1413983	2000	1	2	1	0	0	3	2	1	0	2	2	0	1	14	11	40.4	-1	0
20001413990	1413990	2000	1	0	1	1	0	2	2	0		1	1		3	11	9	32.6	-1	0
20001414009	1414009	2000	1	2	3	0	0	3	2		2	4	0	5	3	24	15	60	-1	80
20001414016	1414016	2000	1	1	2	1	2	0	1		2	0	0	0	5	14	13	45.2	-1	89,52
20001414023	1414023	2000	1	3	1	3	1	1	3	0	0	3	0	5	3	23	10.5	48.2	-1	102,86
20001414030	1414030	2000	1	2	1	1	1	3	4	0	1	0		0	4	17	11	43.4	-1	87,62
20001414047	1414047	2000	0														0	0	-1	76,19
20001414054	1414054	2000	1	2	0	3	1	2	2	2	2	2	0	2	5	23	14	56.6	-1	0
20001414061	1414061	2000	1	2	2	3	5	2	2	2	2	3	0	5	5	33	14	66.6	-1	91,43
20001414078	1414078	2000	1	3	4	0	0	2	1	1		3	0	0	2	16	11.5	43.6	-1	76,19
20001414085	1414085	2000	1	2	3	3	1	3	1	1	4	4	1	2	5	30	14.5	64.8	-1	66,67
20001414092	1414092	2000	1	2	3	5	2	4	4	2	3	3	0	1	5	34	15.5	71.2	-1	83,81
20001414108	1414108	2000	1	5	3	5	4	1	2	2	4	5	1	5	5	42	11.5	69.6	-1	108,57
20001414115	1414115	2000	1	4	5	5	1	3	3	3	4	5	4	5	5	47	14	80.6	-1	114,29
20001414122	1414122	2000	1	2	1	0	1	2	1	2	1	1	3	0	3	17	13	48.2	-1	89,52
20001414139	1414139	2000	1	4	1	3	1	5	2	0	1	4	2	5	5	33	14.5	67.8	-1	100,95
20001414146	1414146	2000	1	1	4	3	1	4	3	2	2	2	0	1	5	28	14	61.6	-1	89,52
20001414153	1414153	2000	1	4	2	3	3	2	3	0		4	0	0	3	24	15	60	-1	102,86
20001414160	1414160	2000	1	3	4	4	1	1	3	2	4		2	5	5	34	13.5	66.4	-1	102,86
20001414177	1414177	2000	1	1	1	2	0	2	2		3	3	0	5	5	24	10	48	-1	0
20001414184	1414184	2000	1	2	0	1	1	2	1	0	4	2	0	3	5	21	10.5	46.2	-1	70,48
20001414191	1414191	2000	1	2	2	1	1	2	2	1	3	2	0	0	5	21	12.5	51	-1	91,43
20001414207	1414207	2000	1	4	3	3	1	1	1	1	3	4	1	5	5	32	11	58.4	-1	74,29
20001414214	1414214	2000	1	2	0	0	1	2	3			3	0	0	5	16	11.5	43.6	-1	66,67
20001414221	1414221	2000	1	3	1	5	2	5	3	2	4	4		1	5	35	13.5	67.4	-1	106,67
20001414238	1414238	2000	1	3	2	1	0	3	3	0		3		0		15	14	48.6	-1	64,76
20001414245	1414245	2000	1	3	2	5	1	2	1	1		3	0	5	5	28	14.5	62.8	-1	93,33
20001414252	1414252	2000	1	1	0	3	1	3	2	1	0	3	2	0	5	21	13.5	53.4	-1	91,43
20001414269	1414269	2000	1	2	2	3	2	4	3	2	2	4	0	2	4	30	12.5	60	-1	66,67
20001414276	1414276	2000	1	1	0	0	0	2	1	0	0	0	0	0	1	5	10.5	30.2	-1	38,1
20001414283	1414283	2000	1	3	1	5	1	2	2	1	3	2	1	5	3	29	10	53	-1	100,95
20001414290	1414290	2000	1	1	1	3	1	3	2	1		1		3	5	21	12	49.8	-1	76,19
20001414306	1414306	2000	1	1	2	2	2	3	3	1	3	4	0	0	3	24	10.5	49.2	-1	76,19
20001414313	1414313	2000	1	1	0	0		2	5	0		0	0	0	3	11	12	39.8	-1	0
20001414320	1414320	2000	1	1	2	0	1	5	3	1	3	2	0	3	3	24	13.5	56.4	-1	89,52
20001414337	1414337	2000	1	4	1	4	3	2	3	1	3	3	3	0	5	32	11	58.4	-1	102,86
20001414344	1414344	2000	1	3	1	3	1	3	2	1	0	4	0	1	5	24	13	55.2	-1	87,62
20001414351	1414351	2000	1	3	2	1	1	3	4	0	1	0	1	0	0	16	11.5	43.6	-1	81,9
20001414368	1414368	2000	1	2	2	3	2	4	4	1	3	3	5	0	5	34	12.5	64	-1	91,43
20001414375	1414375	2000	1	1	1	3	1	2		0		0		0	5	13	12.5	43	-1	64,76
20001414382	1414382	2000	1	1	1	2	1	2	2	4	3	0	1	5	5	27	11.5	54.6	-1	85,71
20001414399	1414399	2000	1	0	1	1	1	3	1	0	2	2	0	2	3	16	12.5	46	-1	95,24
20001414405	1414405	2000	1	0	1	0	0	1	0			0			0	2	14.5	36.8	-1	51,43
20001414412	1414412	2000	1	1	2	1	1	3	3	1	1	3	0	2	5	23	12.5	53	-1	66,67
20001414429	1414429	2000	1	5	1	4	1	1	1		3	3		0	3	22	15.5	59.2	-1	87,62
20001414436	1414436	2000	1	2	1	3	1	2	3	1	3	3	1	2	2	24	13.5	56.4	-1	80
20001414443	1414443	2000	1	2	2	3	0	2	2	0	0	5	1	5	5	27	14	60.6	-1	0
20001414450	1414450	2000	1	1	2	0	0	1	4	0	0	1	0	0	1	10	10	34	-1	24,76
20001414467	1414467	2000	1	4	4	2	1	1	2	2	4	5	0	5	2	32	19	77.6	-1	89,52
20001414474	1414474	2000	1	3	2			3	3	2	5	5	0	5	2	30	16.5	69.6	-1	108,57
20001414481	1414481	2000	1	3	0	1		2	1	1	3	1		0	3	15	13	46.2	-1	76,19
20001414498	1414498	2000	1	1	0	0	1	1	4	1	2	2		0	3	15	13	46.2	-1	83,81
20001414504	1414504	2000	1	0	1	0		2	3		1	1	0	0		8	11	34.4	-1	0
20001414511	1414511	2000	1	3	0	1	0	3	4			3	0	0	4	18	9	39.6	-1	70,48
20001414528	1414528	2000	1	2	2	2	0	2	3				0	5	3	19	6	33.4	-1	95,24
20001414535	1414535	2000	1	3	4	4	1	3	3	1	2	4	2	5	5	37	12	65.8	-1	99,05
20001414542	1414542	2000	1	1	2	1	0	0	2	0	0	2	0	0	2	10	11	36.4	-1	62,86
20001414559	1414559	2000	1	0		0		1	0		0	0	1	0	2	4	12	32.8	-1	70,48
20001414566	1414566	2000	1	3	1	3	1	4	2	1	4	5	0	3	3	30	15	66	-1	95,24
20001414573	1414573	2000	1	2	3	5	1	1	4	2	4	4	2	2	2	32	11.5	59.6	-1	104,76
20001414580	1414580	2000	1	3	0	1	1	2	3	1	2	3	0	5	3	24	14	57.6	-1	85,71
20001414597	1414597	2000	1	0	0				3			0		0	5	8	11	34.4	-1	57,14
20001414603	1414603	2000	1	3	1	2	2	2	2	1	2	3	1	3	5	27	14	60.6	-1	97,14
20001414610	1414610	2000	1	2	2	4	1	1	1	4	4	2	1	0	3	25	12.5	55	-1	93,33
20001414627	1414627	2000	1	2	2	0	1	4	4	2	1	3	0	5	5	29	13.5	61.4	-1	95,24
20001414634	1414634	2000	1	1	2	1	1	3	2	0		3	3	0	3	19	12	47.8	-1	78,1
20001414641	1414641	2000	1	0	1	3	0	3	3	1	2	3	2	5	5	28	11	54.4	-1	104,76
20001414658	1414658	2000	1	5	3	1	1	3	2	4	2	4		0	5	30	13	61.2	-1	80
20001414665	1414665	2000	1	2	4	1	0	3	4	0	4		1	0	5	24	13	55.2	-1	99,05
20001414672	1414672	2000	1	2	1	0		3	3	0		1	0		1	11	12	39.8	-1	74,29
20001414689	1414689	2000	1		1	0		1	3			1	0		2	8	8.5	28.4	-1	62,86
20001414696	1414696	2000	1	2	0	0	1	1	1			2	0		3	10	11.5	37.6	-1	0
20001414702	1414702	2000	1	1	2	1	3	2	2	1	2	1	0	1	2	18	13	49.2	-1	100,95
20001414719	1414719	2000	1	1	2	2	1	1	0	1	1	2	1	5	5	22	12.5	52	-1	80
20001414726	1414726	2000	1	3	2	3	1	5	5	1	3	3	1	1	5	33	9	54.6	-1	99,05
20001414733	1414733	2000	1	1	0	2	1	2	1	0	0	3	0	2	2	14	11	40.4	-1	66,67
20001414740	1414740	2000	1	1	0	0	0	1	2	0		3	0	1	3	11	11	37.4	-1	0
20001414757	1414757	2000	1		0			1	4	1				0	5	11	13.5	43.4	-1	0
20001414764	1414764	2000	1	1	1	1	0	4	2	2		4	0	3	5	23	9.5	45.8	-1	87,62
20001414771	1414771	2000	1	1	3	2	1	3	2			2	0		0	14	12	42.8	-1	64,76
20001414788	1414788	2000	1	1	1	2	1	1	1	3	1	3	2	0	2	18	9	39.6	-1	62,86
20001414795	1414795	2000	1	0	1	0	0	3	2	0	0	1	0	0	3	10	12.5	40	-1	0
20001414801	1414801	2000	1	1	0	3	0	1	3	0	0	2	2	0	2	14	10	38	-1	78,1
20001414818	1414818	2000	1	3	2	5	1	3	3	2	4	0	3	0	2	28	11.5	55.6	-1	91,43
20001414825	1414825	2000	1	2	3	1		1	5	1	2	0	0	0	3	18	12.5	48	-1	80
20001414832	1414832	2000	1	2	0	1	0	2	2	0	0	2	1	0	1	11	9.5	33.8	-1	74,29
20001414849	1414849	2000	1	1	1	1	0	1	3	0	1	1		0	5	14	10	38	-1	76,19
20001414856	1414856	2000	1	0	0	3	1	1	4	1	3	3	0	5	5	26	11.5	53.6	-1	72,38
20001414863	1414863	2000	1	4	2	0	1	3	1	4	3	3	0	5	5	31	15	67	-1	0
20001414870	1414870	2000	1	2	1	3	0	4	3	0	0	4	2	5	5	29	12	57.8	-1	76,19
20001414887	1414887	2000	1	2	0	0	0	1				5	1	0	2	11	13	42.2	-1	72,38
20001414894	1414894	2000	1	1	3	3	1	3	3	4	3	0	0	0	2	23	14.5	57.8	-1	91,43
20001414900	1414900	2000	1	4	5	2	0	2	3			3		5	3	27	14	60.6	-1	0
20001414917	1414917	2000	1	0				2	1	4		5		0	2	14	12.5	44	-1	93,33
20001414924	1414924	2000	1	2	2	1	0	4	3	4	0	1	3	3	4	27	13.5	59.4	-1	99,05
20001414931	1414931	2000	1	1	0	0	0	1	1	0		0			3	6	11.5	33.6	-1	53,33
20001414948	1414948	2000	1	2	0	0	0	2	3	1	0	3	0	1	3	15	12.5	45	-1	59,05
20001414955	1414955	2000	1	1	1	3	1	3	3	2	1	1	0	0	5	21	14.5	55.8	-1	72,38
20001414962	1414962	2000	1	2	0	0	1	2	4	1	2	1	0	0	3	16	14	49.6	-1	95,24
20001414979	1414979	2000	1	0	2	2	1	1	2		2	1	0	0	3	14	15	50	-1	0
20001414986	1414986	2000	1	3	2	0	0	1	3	1	1	3	4	5	5	28	12.5	58	-1	0
20001414993	1414993	2000	1	2	3	0	1	2	3	1	3	5	0	5	5	30	11	56.4	-1	99,05
20001415002	1415002	2000	1	3	0	1	0	1	1	2	3	5	3	0	5	24	11	50.4	-1	97,14
20001415019	1415019	2000	1	4	2	3	1	3	2	2	3	4	2	5	5	36	12.5	66	-1	87,62
20001415026	1415026	2000	1	1	1	0	1	1	4	1		1	0	0	5	15	15.5	52.2	-1	57,14
20001415033	1415033	2000	1	2	0	1	0	1	0	1	1	0	0	0	3	9	12.5	39	-1	72,38
20001415040	1415040	2000	1	2	1	3		2	3	2	3	3	2	1	3	25	13.5	57.4	-1	70,48
20001415057	1415057	2000	1	2	2	0	1	1	2		3	0	0	0	5	16	8.5	36.4	-1	72,38
20001415064	1415064	2000	1	0	0		0	1	2	1	0	1	0		3	8	14.5	42.8	-1	0
20001415071	1415071	2000	1	2	1	4	1	4	2	4	4	4	0	0	5	31	8	50.2	-1	93,33
20001415088	1415088	2000	1		3	0		2	3	0	0	4	1	0		13	11.5	40.6	-1	87,62
20001415095	1415095	2000	1	4	1	3	1	3	2	4	2	5		5	5	35	13.5	67.4	-1	99,05
20001415101	1415101	2000	1	5	0	3	3	1	3	5	5	5	3	5	5	43	14.5	77.8	-1	110,48
20001415118	1415118	2000	1	2	1	1	0	1	1	0	0	3	0	0	3	12	13.5	44.4	-1	100,95
20001415125	1415125	2000	1	1	0	2	0	1	3		1	2			4	14	12.5	44	-1	68,57
20001415132	1415132	2000	1	4	3	4	1	4	3	3	3	4	1	0	4	34	12.5	64	-1	0
20001415149	1415149	2000	1	0	1	1	0	2	3		2	5	3	0	3	20	11.5	47.6	-1	89,52
20001415156	1415156	2000	1	3	4	2	2	3	4	2	5	3	1	0	5	34	15	70	-1	108,57
20001415163	1415163	2000	1	3	1	0	3	4	3	1	1	0	0	0	2	18	13	49.2	-1	83,81
20001415170	1415170	2000	1	2	0	3	0	1	1	0		2	0	0	4	13	12.5	43	-1	72,38
20001415187	1415187	2000	1	2	1	0	1	4	4	0	2	2	1	0	2	19	9.5	41.8	-1	0
20001415194	1415194	2000	1	2	0	2	1	2	2	1	1	1	0	1	3	16	11.5	43.6	-1	72,38
20001415200	1415200	2000	1		0	0		3	2			2		5	5	17	14	50.6	-1	91,43
20001415217	1415217	2000	1	0	0	2	3	2	0	1	1	2	0	5	5	21	11	47.4	-1	83,81
20001415224	1415224	2000	1	3	0	1	0	3	2	0	0	3	0	0	3	15	11	41.4	-1	66,67
20001415231	1415231	2000	1	2	1	1	0	3	4	0		1	0	0	2	14	13	45.2	-1	100,95
20001415248	1415248	2000	1	1	2	3	1	2	2	1	2	3		0	5	22	12.5	52	-1	97,14
20001415255	1415255	2000	1	0	0	1	1	1	1	1		0	0	0	1	6	11.5	33.6	-1	32,38
20001415262	1415262	2000	1	1	1	1	1	3	4	0	2	2	0	1	5	21	15	57	-1	49,52
20001415279	1415279	2000	1	3	3	2	1	3	3			3	0	0	3	21	12.5	51	-1	80
20001415286	1415286	2000	1	3	3	4	1	5	1	4	3	4		5	3	36	14	69.6	-1	0
20001415293	1415293	2000	1			1						1			4	6	0	0	-1	87,62
20001415309	1415309	2000	1	0	1	0		2	2		2	1		5	5	18	10	42	-1	68,57
20001415316	1415316	2000	0														0	0	-1	87,62
20001415323	1415323	2000	1	0	0	0		1	2	0				0	5	8	11.5	35.6	-1	60,95
20001415330	1415330	2000	1	0	1	1	0	2	2			1	0		3	10	10	34	-1	49,52
20001415347	1415347	2000	0														0	0	-1	49,52
20001415354	1415354	2000	0														0	0	-1	0
20001415361	1415361	2000	1	0	2			1	2			1			1	7	9	28.6	-1	51,43
20001415378	1415378	2000	1		2	1		2	4		1	5	2	5	5	27	12.5	57	-1	0
20001415385	1415385	2000	1	1	0	0	1	1	1	3	1	1	0	0	5	14	9	35.6	-1	93,33
20001415392	1415392	2000	1	3	1	1	1	1	2	0		1	0	0	2	12	12.5	42	-1	49,52
20001415408	1415408	2000	1	3	2	1	1	3	2	1		3	0	3	2	21	0	0	-1	80
20001415415	1415415	2000	1	1	2	1	3	3	3	1	3	5	0	0	3	25	13.5	57.4	-1	97,14
20001415422	1415422	2000	1	4	1	0	1	5	3	3	2	2		3	5	29	14.5	63.8	-1	95,24
20001415439	1415439	2000	1	1	2	0	0	1	3	3	0	0	0	0	2	12	13	43.2	-1	70,48
20001415446	1415446	2000	1		2	1		1	2	1	0	2	1	0	5	15	12	43.8	-1	57,14
20001415453	1415453	2000	1	2	1	4	1	4	3	1	2	3		5	0	26	12	54.8	-1	85,71
20001415460	1415460	2000	1	2	2	1	0	2	3	2	1	2	0	0	3	18	12.5	48	-1	0
20001415477	1415477	2000	1	2	1	2	1	5	4	1	1	2	1	0	2	22	15.5	59.2	-1	100,95
20001415484	1415484	2000	1	3	2	3	1	2	4			4	2	0	5	26	14.5	60.8	-1	93,33
20001415491	1415491	2000	1	2	2	3	2	3	2	1	1	3	3	5	3	30	9.5	52.8	-1	85,71
20001415507	1415507	2000	1	2	0	2	0	4	1	1	3	5	0	5	5	28	10.5	53.2	-1	95,24
20001415514	1415514	2000	1	2	4	1	1	5	3	2	4	3	3	0	5	33	10.5	58.2	-1	112,38
20001415521	1415521	2000	1	1	1	0		2			1	2		0	5	12	11.5	39.6	-1	89,52
20001415538	1415538	2000	1	2	5	2	1	1	5	2	1	2	0	3	5	29	13.5	61.4	-1	95,24
20001415545	1415545	2000	1	1	1	2	1	3	3	3	4	2	0	5	3	28	12.5	58	-1	85,71
20001415552	1415552	2000	1	3	2	1	1	1	1		1	2	0	0	3	15	11.5	42.6	-1	91,43
20001415569	1415569	2000	1	1	0	3	1	3	4	3	4	4	1	5	2	31	14	64.6	-1	102,86
20001415576	1415576	2000	1	0	1	1	0			1	3	1		2	3	12	12.5	42	-1	99,05
20001415583	1415583	2000	1	1	1	1	0	5	4	0	2	3	1	5	5	28	12	56.8	-1	93,33
20001415590	1415590	2000	1	1	0	0	1	2	2	0	1	0	0	0	2	9	11	35.4	-1	0
20001415606	1415606	2000	1	4	4	5	1	5	3	1	2	5	0	3	5	38	13.5	70.4	-1	87,62
20001415613	1415613	2000	1	3	5	4	1	1	2	1		5	1	5	5	33	14	66.6	-1	104,76
20001415620	1415620	2000	1	3	2	2	2	3	2	2	3	4	1	0	3	27	9.5	49.8	-1	72,38
20001415637	1415637	2000	1	1	0	3	1	2	1	0	0	0	1	0	3	12	10	36	-1	62,86
20001415644	1415644	2000	1	2	0	0	0	0	1	0	1	0	0	0	4	8	12	36.8	-1	0
20001415651	1415651	2000	1	3	0	2	1	3	2	1	4	4	1	5	5	31	11	57.4	-1	102,86
20001415668	1415668	2000	1	2	1	1	1	1	3			2	0		5	16	11.5	43.6	-1	85,71
20001415675	1415675	2000	1	2	2	0		1	0	1		0	0		3	9	9.5	31.8	-1	59,05
20001415682	1415682	2000	1	1	0	0	0	1	4	1		3			2	12	14.5	46.8	-1	0
20001415699	1415699	2000	1	0	1	1	0	3	3			0	0	0	4	12	12	40.8	-1	57,14
20001415705	1415705	2000	1	2	1	0	0	4	4	1	3	5	0	1	5	26	12	54.8	-1	68,57
20001415712	1415712	2000	1	2	3	2	1	2	1	2	4	2	0	5	5	29	12.5	59	-1	106,67
20001415729	1415729	2000	1	1	1	0	1	2	2	0	0	3	0	0	2	12	12.5	42	-1	62,86
20001415736	1415736	2000	1	0	0	1		1	1	1	1	0	0	0	3	8	9.5	30.8	-1	49,52
20001415743	1415743	2000	1	1	1	1	1	3	0	0	2	2	0	0	3	14	13.5	46.4	-1	60,95
20001415750	1415750	2000	1	3	1	4	0	2	4	1	2	4	3	5	5	34	9.5	56.8	-1	0
20001415767	1415767	2000	1	1	0	1	1	2	2	1		1	0	0	5	14	12.5	44	-1	72,38
20001415774	1415774	2000	1	3	2	3	1	4	2	3	1	0	1	0	5	25	13.5	57.4	-1	60,95
20001415781	1415781	2000	1	2	2	1	1	2		3	3	3		1	4	22	10.5	47.2	-1	95,24
20001415798	1415798	2000	1	2	2	0	2	4	3	1		4	2	2	3	25	12.5	55	-1	83,81
20001415804	1415804	2000	1	1	1	0	1	1	1		0	1	1	0	1	8	11	34.4	-1	60,95
20001415811	1415811	2000	1	3	3	1	2	3	3	2	2	1	2	5	5	32	13.5	64.4	-1	104,76
20001415828	1415828	2000	1		2	0		2						0	5	9	12.5	39	-1	83,81
20001415835	1415835	2000	1	2	0	1	1	2	1	0	2	0	0	0	5	14	12	42.8	-1	60,95
20001415842	1415842	2000	1	3	2	1	1	3	4	2	2	4	2	1	5	30	16	68.4	-1	0
20001415859	1415859	2000	0														0	0	-1	106,67
20001415866	1415866	2000	1	2	1			2	2			2	0	0	2	11	15.5	48.2	-1	0
20001415873	1415873	2000	1	0	3	1	0	2	3		1	1	2		1	14	13	45.2	-1	74,29
20001415880	1415880	2000	1	4	3	5	1	3	2	0		3	0	1	2	24	13.5	56.4	-1	99,05
20001415897	1415897	2000	1	1	0	1	0	2	3			2	1	0	3	13	11	39.4	-1	45,71
20001415903	1415903	2000	1	4	3	5	1	1	2	2	4	3	3	3	5	36	12.5	66	-1	97,14
20001415910	1415910	2000	1														11.5		-1	0
20001415927	1415927	2000	1	0	0			1	3			0		0	3	7	12.5	37	-1	0
20001415934	1415934	2000	1	0	0			1	2			5		0	2	10	13	41.2	-1	76,19
20001415941	1415941	2000	1	2	1	1	1	1	3			2	4		3	18	12.5	48	-1	0
20001415958	1415958	2000	1	4	2	5	1	0	2	1	2	5	0	2	5	29	16.5	68.6	-1	93,33
20001415965	1415965	2000	1	0	0	1	0	0	3	0	1	0	0	0	1	6	11.5	33.6	-1	0
20001415972	1415972	2000	1		1	0	1	3	4			2	1	1	5	18	11	44.4	-1	95,24
20001415989	1415989	2000	1	1	3	2	1	1	3	2	1	3	1	5	5	28	13	59.2	-1	93,33
20001415996	1415996	2000	1	0	2	3	1	2	1	1	2	1	0	5	5	23	12.5	53	-1	100,95
