INSCRI	PRE_PORT	PORT1	PORT2	PORT3	PORT4	PORT5	PORT6	PORT7	PORT8	PORT9	PORT10	PORT11	PORT12	PORT13	PRE_BIOL	BIOL1	BIOL2	BIOL3	BIOL4	BIOL5	BIOL6	BIOL7	BIOL8	BIOL9	BIOL10	BIOL11	BIOL12	BIOL13	PRE_QUIM	QUIM1	QUIM2	QUIM3	QUIM4	QUIM5	QUIM6	QUIM7	QUIM8	QUIM9	QUIM10	QUIM11	QUIM12	QUIM13	PRE_HIST	HIST1	HIST2	HIST3	HIST4	HIST5	HIST6	HIST7	HIST8	HIST9	HIST10	HIST11	HIST12	HIST13	PRE_FISI	FISI1	FISI2	FISI3	FISI4	FISI5	FISI6	FISI7	FISI8	FISI9	FISI10	FISI11	FISI12	FISI13	PRE_GEOG	GEOG1	GEOG2	GEOG3	GEOG4	GEOG5	GEOG6	GEOG7	GEOG8	GEOG9	GEOG10	GEOG11	GEOG12	GEOG13	PRE_MATE	MATE1	MATE2	MATE3	MATE4	MATE5	MATE6	MATE7	MATE8	MATE9	MATE10	MATE11	MATE12	MATE13	PRE_LEST	LEST1	LEST2	LEST3	LEST4	LEST5	LEST6	LEST7	LEST8	LEST9	LEST10	LEST11	LEST12	LEST13	PRE_APTD	APTD	AREA	CURSO	GRUPO
1044141	P	1	2	2.5	2.5	3	4					0	1	16	P	2	2	2		2	2.5			0	0	0	1	11.5	P		0	0	1	0	2.5		3					6.5	P	5	1	4	3	3	4	2.5			0		0	22.5	P	5	0	0		2	2.5	5	1.5				0	16	P	1	3.5	4	3.5	3	3	2	1.5		1		3	25.5	P	0	3		2	2			0	1		0	0	8	P	3	0	1	0.5	0	0	1.5	1	0	0	0		7	P	0	1	2	141
1053415	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A											0		0	P	0	1	2	141
1045038	P	1	2	3	2	0	3	5	0	0	0		0	16	P	1	4	3		2	2.5	2.5		1.5	0	0	2	18.5	P	0	1	1	1	0	0	1	3	0	0	0	3	10	P	0	1	0	0	2	3	0		1	0	0		7	P	4	2	0	1	1	1	0	2	2	0	0.5	0	13.5	P	1	0	2	2	3	3.5	4	2	2.5	0	0	0.5	20.5	P	5	1	1	2	0	4	1	0	0	0	0	0	14	P	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	P	0	1	2	141
1057981	P	2	3	3	2.5	5	3	4.5	2	1	4	0	2	32	P	3	3		0	1	2.5	0	1	0	0	1	2	13.5	P	0	0	0	0	0.5	1	0	0	1	0	0	0	2.5	P	2	1	2	3	3	3	0	2	0	0.5	2	2.5	21	P	3	0	0	2	0	0	0	0	0	0	0	0	5	P	3	0	3.5	0	4	0	3.5	2.5	2	0	1.5	3	23	P	3	0	0	4	2	0	1	0	1	0	0	0	11	P	3	0	0	3	1.5	2	4	2	2.5	0	0	0	18	P	0	1	2	141
1050188	P	1	0.5	4	4			4	3.5	1	3	3	2	26	P	3.5	3	1	1	2.5	1	2.5	0	2	0	1		17.5	P	0	1	0	3.5	1	1	0	0		0	1.5	0	8	P	5	2	4.5	0.5	5	3	2	3	0	1	1.5	3.5	31	P	1.5	2	1	2	0.5	0		2	2		1		12	P	2.5	0	1	3	3	3						0.5	13	P	0	0	0.5	2	1	0	1	0	1	0.5	0	0	6	P	1	3	0.5	1	0.5	0	1.5						7.5	P	0	1	2	141
1038883	A													0	A													0	A													0	A													0	A													0	A		0											0	A													0	A													0	P	0	1	2	141
1055695	P	0	4	2	3	1	4	1.5	2.5				1	19	P	0	2	3		2	1.5	0		2	0	1	3	14.5	P	0	0		0	0	2	0	0	0		1		3	P	5	4.5	4	1	3.5	5	2	1.5	1	1	0	0	28.5	P	0.5	0	1	2		0		1	2			0	6.5	P	3	1.5	4	5	3	2.5	4	2	2	1	1	2.5	31.5	P	3	1		2	1	3	1		1	1			13	P	1.5	3.5	4.5	3	1.5	0	3					4	21	P	0	1	2	141
1040422	P	4.5	1	1	2	1.5	3.5	1			2	0	0	16.5	P	1	1	2		0	1.5	0.5	0.5		0	0		6.5	P	0	0	0	1	0	0	0	3	1		0		5	P	2	1	1	1	2	0	1	1	0	1	2	1.5	13.5	P	0	0	0	0		0	0	0					0	P	1.5	3	4	2	3.5	2	2.5	2	1.5	0	0	0	22	P	0	0	0	4	1			0	1		0	0	6	P	0	0	3.5	3	0	0	0	2.5	0.5	4	0	4	17.5	P	0	1	2	141
1049948	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	2	141
1057264	P	5	3	3	4	2	0.5	0				1	0.5	19	P	0.5	0	2	0	3	3.5	1	0	1	3	1	0	15	P	0	0	1	2	0	3		3	1	0	0	1	11	P	2	2.5	4	4	2	2.5	2		0	1.5	1	2	23.5	P	5	2	0	0	0	2	0	0	0	0	1	0	10	P	3.5		4	3	3	4	3.5	3	1.5	2	1.5	1	30	P	0	2	0	5		5	0		1	0	0	0	13	P	4.5	4	4	0	0.5	0	2.5	4	1.5	0	0	0	21	P	0	1	2	141
1051648	P	3	0.5	4	3	1.5	3	1.5		1.5		0.5	2	20.5	P	5	1	3	0	0	2.5	0	0	0.5		0	1	13	P	0	1	0	2.5	0	2	0	0	1	0	0		6.5	P	3	0	3.5	2.5	3.5	3	2	3	0	0.5	2	1.5	24.5	P	0	2	1	2	1	1		3	0		1	0	11	P	3	1.5	3	2	3	3	3.5	2	1.5	0		1.5	24	P	0.5	3	0	0	1.5	2	0	0	1	0	0	0	8	P	1	0	2	4	2	0	0	5	0	0	0	4	18	P	0	1	2	141
1045304	P	4	3	1	3.5	4	3	1			2	0	1	22.5	P	3.5	2	1	0	2	2.5			1	0	0	1	13	P	0	2	0	0	0	3	0	0	0	0	1	0	6	P	1		3	2		5	2.5	0					13.5	P	3	0	0	1	0		0	1	0		0	2	7	P	3.5	1	3.5	3	4.5	3	3	2		0			23.5	P	5	0		5		2	0		0		0	0	12	P	0	0		0	0					0			0	P	0	1	2	141
1049009	P	1.5	1	3	2.5	2	2	0				0	3	15	P	0	1	1		0	3	0		0	0	0		5	P	0	0	0	1	0	0.5		0	1		0		2.5	P	1	0	1	0.5	1	2	0	2	0	0		1.5	9	P	3		0.5			0	0	0	0			0	3.5	P	2	0	3.5	0	3	3	2.5	0	2	0	1	1.5	18.5	P	0	0.5		4	2	0	0		1			0	7.5	P	0.5	0	0	0	0.5	0	0	2	0	0	0	0	3	P	0	1	2	141
1056155	P	1.5	3	3	5	4	4						1	21.5	P	5	4	2	0	2	1.5		0	2	0	1		17.5	P	0	0	0	1	0	2.5	0	3			0	1	7.5	P			4	0	3.5	3	1	0.5	1	0.5	2	2.5	18	P	3	0	2	1	2	5		0	1		5	0	19	P	3.5		4.5	3	1.5	2	3	1.5		1		0.5	20.5	P	3	5	1	4.5	2	0	0	0	1	1	2	0	19.5	P	0				1					0	0		1	P	0	1	2	141
1061960	P	2	3	4	2	3	1	0	3.5	3.5	0	1	2.5	25.5	P	3	1	1		1	3	2	0	3	0	1	3	18	P	0	0	1	2	0	2	0	0	0	0	0	0	5	P	5	2	1.5	1.5	2	3	2	2		2	3	2.5	26.5	P	4	0	1	1	2	1	0	0	5		0	0	14	P	2.5	1	4	3.5	4	1.5	3	1	2.5	1	2	1	27	P	0	5	0	2	2	3	1		3	1		0	17	P	0	5	5	4	2.5	2	0	3.5	0.5	5	0	3.5	31	P	0	1	2	141
1042237	P	3.5	4	3	2	4	3	1.5		0			1.5	22.5	P	1.5	0.5	2	0	2	3.5			0		0	1	10.5	P	0	1	1	2	0	2	0	0	1	0	0.5	0	7.5	P	5	1	4	1	4	3	3	2.5	1	2	0	2.5	29	P		0	1				0	0				0.5	1.5	P	5	3	3	4	4	3.5	3	2	2	0	0	2.5	32	P	0	3		5	2	1			1	0	0		12	P	5	5	4.5	5	4	3	5	4	5	5	5	5	55.5	P	0	1	2	141
1080105	A													0	A													0	A													0	A													0	A													0	A		0											0	A													0	A													0	P	0	1	2	141
1070944	P	4.5	4.5	4	4	4	4			2			4	31	P	4.5	1	1	0.5	3	2.5	1	2.5	1	2	1	3	23	P	0	1	0	1.5	0	2		0	0		1		5.5	P	5	1	5	3	2.5	3	2	3	0	0.5	0	3	28	P	4	0	2				5	3	2				16	P	2	3	3	4	5	4	4	2	2	0	5	4	38	P	5	5	2	5	2	3	0	0	1	1			24	P	5	2.5	1.5	5	3.5	0	3	3	3	3	0	5	34.5	P	0	1	2	141
1077587	P	4	2	0	5	1	3	0		1		0	1	17	P	0.5	2	3	0	0	2		0	0	0	1	0	8.5	P	0	0	0	2	1	1	0	3	1	0	0.5	0	8.5	P	5	0	2	0	1	4	1	0	1	1	2	0	17	P	3	0	0	3	0	0	0	0	0	0	0	0	6	P	0	1.5	3	2	4	2	3	1.5	1	0	0.5	0.5	19	P	0	1	0	4	0	0	0.5	0	1	0.5	0	0	7	P	4	0	2	2	0	0	0	0.5	2	3		3.5	17	P	0	1	2	141
1081016	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	2	141
1062963	P	3.5	4	5	3	1	4	0	0	0	2	0	1	23.5	P	4	1	0		1	2			1	2	0	1	12	P	0	0	0	2	1	4	0	3	0	1	0	0	11	P	2	1	5	3	2.5	4	2	2	2.5	2	0	1	27	P	3	0	0.5	0	0	0	0	3	2				8.5	P	3	2	3	3.5	3	2	3.5	2	1.5	1	1	0.5	26	P	5	0	1	4		2	0	0	1	0	0	0	13	P	3	3.5	4	4	3	0	2	3	4	5	5	4	40.5	P	0	1	2	141
1073950	P	1.5	1	1	1.5	1	2	0	1	1	2	0.5	1.5	14	P	1	1	4		1	1			0	0	0		8	P		0	0	1	1	2.5		0	1		0	1	6.5	P	0	1	1	0	1	2.5	0		0	2	2	3	12.5	P	2	0	0		1	0	0	0				0	3	P	0	0	3	2.5	5	3	3.5	1.5	1.5	0	0.5	1	21.5	P	5	0		2	1	2		0	0	0	0	0	10	P	3	0	0	4	0	0	1	3	0	0	0	1	12	P	0	1	2	141
1073721	P	3	2	1.5	2.5	2	2	1	0.5	0.5	0	0.5	1	16.5	P	3.5	1	1	1	2	3.5	0		0	0	0	1.5	13.5	P	0	0	0	2	0	4	0	3	0	0	1	0	10	P	5	0.5	4.5	2	4.5	2	0.5	3	1	0	1	3.5	27.5	P	5	0	0	1	0	0	0	0	2		0	0	8	P	4	2	2	0	5	3	3	2.5	3	1.5	2	1	29	P	5	3	0	5	2	1	0	0	1	1	2	0	20	P	3	0	2	3.5	2	2	0	3	1.5	4	0	4	25	P	0	1	2	141
1075864	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A						0							0	P	0	1	2	141
1071008	P	2.5	3		2	2	2	1					1	13.5	P	3	1.5	4	0	3.5	4.5	0	1	1	0	0.5	1	20	P	0	1	0	2	0	3		0	1		1	0	8	P		1	2	1	0.5	1	2				0	3	10.5	P	3	2.5	1.5	0	0	0		3	0			2	12	P	1		0	2	4	1.5	3	0	0	1	0.5	0	13	P	1	3	0	5	2		1		1	0	0	0	13	P	4	4.5	5	4	3.5	0	1.5	5	4	5	5	3.5	45	P	0	1	2	141
1063690	P	2	3	3.5	3.5	2	3	0		1	0	0	3	21	P	2	2	2	0	1	1	0.5	0	0	0	0	1	9.5	P	0	0	0	1	0	1	0	0	1	0	1	0	4	P	1	1	1	0	2	4	0	3	1	1.5	0	1.5	16	P		0	0	1	0	0	0	0	0	0	0	0	1	P	1	0	3	2	2	2	2.5	0.5	2	0	1	0.5	16.5	P	0	0	0	4	2	0	0	0	1	0	0	0	7	P	1.5	5	1	1.5	0	0	0	1.5	1.5	0	0	4.5	16.5	P	0	1	2	141
1079200	A													0	A													0	A													0	A													0	A													0	A		0											0	A													0	A													0	P	0	1	2	141
1081252	P	2	4	4	4	5	4					0	1	24	P	2	2	2		3	2	0		0	0	1	2	14	P		0	0	1	0	2.5	0	0	1		1		5.5	P	5	3	4.5	3	4.5	4	1	4	1	2	1.5	3.5	37	P	3	0	0	0	0.5	1	0	0			4.5	0	9	P	3	4	5	4	5	3.5	4	2	2	1.5	2	2.5	38.5	P	5	0	0	4		3			1	3		0	16	P	5	3.5		2	4	1.5	1	3	0	0	0	4	24	P	0	1	2	141
1077433	P	3.5	3	3	5	1	2.5				4		1.5	23.5	P	2.5	3	1		2	3	0		2	0	1	1	15.5	P	3		0	1	0	2	0	0	1		0	0	7	P		1	4	0	3	2	1.5				0		11.5	P	4.5	2	0	1			3	0					10.5	P	3.5	0	3	2.5	3	2	4	1	1.5	0		1.5	22	P	0		1	5			0		1	0	0	0	7	P	4	0	4.5	5	5	2	3	5	3	3	4	5	43.5	P	0	1	2	141
1069971	P	0	3	1	3	0.5	4	0		0	2	0.5	2	16	P	3.5	3	2	0	1	0.5	1	1	0	0	1	0	13	P	0	0	0	2	0	2	0	0				1	5	P	2.5	0	2		2.5	1.5	1	3		1	2	0	15.5	P	3	0	1	0	0	0	0	0	0	0	0	0	4	P	1		2.5	2	5	2	2	2	1.5	0	1	2.5	21.5	P	3	1	1	2	2	1	0	0	1	0	0	0	11	P	0	0	0	0.5	0	0	0	1.5	0.5	0	0	0	2.5	P	0	1	2	141
1069131	P	1	4	1	2	1	3			0		0	1.5	13.5	P	0.5	1	2		0	2			2	0	1	0	8.5	P	0	0	0	1	0	1		0	1	0	0	0	3	P	1	0	1	1	1	3	0	1	0		2	1	11	P	2.5		1	1	0		0	0.5		0		0	5	P	2		2.5	1		2	2		1.5	0		1	12	P		0	0	4	2	0	0	0	1	1	0	0	8	P	0	0	2	4	2.5	0	1	5	1.5			5	21	P	0	1	2	141
1074151	P	1	1		1	2	1	0						6	P	2.5	1	0		1	2.5			1		1	1	10	P	0			2	0	0		0		0	1		3	P	1	1	1	0	1	3	1	0.5		1	0.5		10	P	3	0	0		2		0	0		0	0		5	P	1	1.5	3	3	2		3	1	2	0		2.5	19	P	5	0		5	2	0				1			13	P	2	0	0		0	1	0.5		1.5			0	5	P	0	1	2	141
1071954	P	2.5	1	4	4	5	4	2		0.5	4	0	1.5	28.5	P	4	1.5	2	2	1	1	2		2	1	1	3.5	21	P	0	0	0	5	0	0		3	1	0	0.5	0	9.5	P	5	1	0	2	4	3	3	0		1.5	1	3	23.5	P	5	0	0.5	3	1.5	0	0	3	1.5	0	0	0	14.5	P	4.5		3.5	0	4	3	1	2	1	0	3	2.5	24.5	P	5	3	0	2	5	5	0	0	1	0	2	0	23	P	3	4.5	4	4	4		1.5	2.5	4	5	1	0.5	34	P	0	1	2	141
1071800	P			4	4	2	2	2	0	2	2	0.5	2	20.5	P	2.5	2			2	3		0	0	0	2.5		12	P		0	0	2	0	2		3	1		0	1	9	P	4	1	0	2.5	3	4	1			0	1		16.5	P	3	5	3	4	1	5	0	3	0	0	2	0	26	P	2.5	1.5	3	0	4	1.5	2	2	0			1.5	18	P	3	5	1	4	2	3	2	0	1	1		0	22	P	0	5	4	4	0.5		1.5			5	0	1	21	P	0	1	2	141
1072469	P	5	3		5	3	5		2.5	2.5	2		2	30	P	3.5	2	2		3	2.5	0	0	2		1	1	17	P	0	0		0	1			0			0		1	P	1	1	5	3	4	4	2		1	2	0	4	27	P	3	0	0	0.5	0	0		0		0			3.5	P	1.5	0	3.5	1	3	2.5	3	2	1	1	1	2.5	22	P	5	3		5					1				14	P	4.5	4.5	3	4	4.5	0	4	5	2.5	4.5		5	41.5	P	0	1	2	141
1082477	P	2	2		3	2								9	P	1				1						1		3	A													0	A													0	A													0	A		0											0	A													0	A													0	P	0	1	2	141
1075451	P	3	4	4	4	3	4	5	4	3	2	0.5	3.5	40	P	3	2	3	0	2	3.5	0	0	1	0	0	1	15.5	P	2	0	0	2	0	1	1	0	0	1	1	3	11	P	1	2.5	2	1	4	3	2	3.5	3	1.5	3	2	28.5	P	3	3	3	1	1	0	0	2	2		1.5	0	16.5	P	3	4.5	4	2.5	4	3.5	3.5	2	3	0	1	3	34	P	5	1	0	2	2	0	0	0	1	0	0	0	11	P	5	4	4.5	5	5	3	5	1.5	4	3	0	5	45	P	0	1	2	141
1078696	P	2.5	3	1.5	4	1	2	1		1.5		0		16.5	P	2	2	1		1	2.5			0.5	0	1	1	11	P	0	0	0	0	0	1	0	0	1		0	1	3	P	0	1	1	3	1.5	3	2	2		1	1	1	16.5	P	0		0	1	2	0	0	2	0		0		5	P	2	0	3	2	1	1	2	0.5	2	0	0.5	0	14	P	1	0	0	3.5	2	3	0	0	0	1		0	10.5	P	3	0	0	4.5	0	1.5	0	3	0	5		0	17	P	0	1	2	141
1075307	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A				0									0	P	0	1	2	141
1076195	P	2	4	4	5	3	3							21	P	3.5	2.5	2		1	3	0	0	4		1	4	21	P		1		3	1	3	0	0	0	1	0	1	10	P	2.5	0	3.5	0	4	4	1.5				1		16.5	P	3	0	1	1	5						1	0	11	P	1	0	4	4	4.5		3.5	4	0	1		1.5	23.5	P	5	3.5	0	4.5	2	3	0		1	0			19	P	5	5	4.5	3	5	2	5	5	4	4.5	5	4	52	P	0	1	2	141
1068701	P	2	1	1.5	3	2	3						1	13.5	P	1.5	1			1	2							5.5	P	0	1	0	1.5	0	1		0	1		0	0	4.5	P	0	0.5	0.5			4	0	1		1	0	3	10	A													0	A													0	A													0	A													0	P	0	1	2	141
1078436	P	3.5	3	2	3	2	4	0	0	0		0	1.5	19	P	1	2	1		4	2	0			0		1	11	P	0	1	0	0	0	1	0	3	1		0		6	P	2	1	2	0	2.5	1.5	1	0	1	1	0	2	14	P	1.5	0	0	3	0	0	0	0	0	0			4.5	P	2	0	4	0	2	2	2	2	2	0	0.5	3	19.5	P	5	1	0	5		0	0	0	1			0	12	P	4.5	5	4	4	4	2	4.5	4.5	3	5	5	4	49.5	P	0	1	2	141
1062727	P	1	3	4	3	3	2			1			3	20	P	3	2	1		1	3			0	0	1	1	12	P			1	4.5	2	2	0	3	0	0	3	0	15.5	P	4	0	4	3	3	5	0	3	1	2	0		25	P	3	2	1	4			0	3				1	14	P	1.5	2	3	0	3	2	1	2	2			2	18.5	P	5	5	1	5	2	3	0		1			0.5	22.5	P	5	0	4.5	4	1		1	2	0	5		5	27.5	P	0	1	2	141
1078092	P	1.5	3	3	4	1	1		0	1	2	0	2.5	19	P	4	1	2	0	1	2.5	0	1	0	1.5	1	1	15	P	0	0	0	2.5	3	1.5	0	3	1	0	1	1	13	P	3	1	4	2.5	3	4	1	0	1	1.5	3.5	3.5	28	P	3	2	1	3	0	2	0	2	0	0	1	0	14	P	1	3	3	2	3.5	3	2.5	1	2	1	1	0	23	P	1	1	0.5	5	2	4.5	0	0	1	0	3	0	18	P	3.5	0	1.5	4	2	0	2.5	3	4	1	0	5	26.5	P	0	1	2	141
1068176	P	3	1	3.5	4	3	4	0		0			1	19.5	P	2	1	4	0	3	3			2		1	2	18	P	0	0	0	2	0	4	0	0	1	0	1		8	P	5	0.5	5	0.5	3	3	2	4	1	2	3.5	0	29.5	P	5	1	1.5	0	0	0	0.5	0		0	0	0	8	P		0	3	1.5	4	4	3.5	3	2	0		0	21	P	0	5	1	5	0	3	1	0	1	1		0	17	P	1	0	0	1				3	1				6	P	0	1	2	141
1100951	P	4	2	5	3	1	3	1					1	20	P	1	0		0	1	0.5				0	0		2.5	P			1	1		0		0	1				3	P			1	0	1	3	0			1	0		6	P	3		0	1			0	0				0	4	P	3		3		4	2.5	2	2	1			2	19.5	P	5			2					1	0			8	P	0	0											0	P	0	1	2	141
1108061	P	5	4	4	2	2	3	0		1	0	0.5	2	23.5	P	2.5	1.5	2	0	2	3.5			1	0	3	2	17.5	P	0	0	0.5	2	1.5	3.5		3	0	4	2	1	17.5	P	5	0	3	2	2	3	2.5	1	1	0.5	0	3.5	23.5	P	3	3	2.5	0.5	0	1.5	5	3	1	0	1	0	20.5	P	2	2	3	2.5	4	2	3	0	1	0	1	1	21.5	P	5	0	1	5		3	0.5	0	1	1	2	0	18.5	P	5	0	3.5	4	3.5	1.5	5	4.5	4	5	0	4.5	40.5	P	0	1	2	141
1095798	P	2.5	3	4	3	1	3	1.5		3.5			3	24.5	P	3.5	1	3	3.5	1.5	3	0		4	2.5	1.5	3	26.5	P	0	0	0	2	3	4		3	0	1	4	1	18	P	3	1	4	3	2	1	1	1	0	2	3	4	25	P	5		4	4	1	2	5	3	2	1	0.5		27.5	P	2.5	0	3	3	5	2	2.5	2	2	1	1	2	26	P	5	0	1	2.5	1	5	3	2	3		2	0	24.5	P	4	0	0	2.5	0	0.5	2	1	1.5	0	0		11.5	P	0	1	2	141
1088161	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	2	141
1091994	P	2	3	1	4.5	1	3	0		0		0	2.5	17	P	2.5	1.5	2	0	1	2	0		1	0	1	1	12	P	2.5	1	2	2	0	0	0	0	0	0	1	0	8.5	P	2.5	0	2	2.5	3	2	0.5	5	0	0.5	0	0	18	P	3.5	2	0	0	0	0	0		0	0	0	0	5.5	P	1	0	3	2.5	3.5	2.5	2.5	2	2	0	0	3	22	P	5	0	0	5	1	1	0	0	1	0	0	0	13	P	4	0	4	2.5	0	0	0	1	3	0	0	4.5	19	P	0	1	2	141
1110112	P	5	2	1.5	4	0	3	0	0	0	0	0	2.5	18	P	1.5	1	2	0	0	2.5	0	0	0	0	0	0	7	P	0	0	0	2	0	0	0	3	0	0	0	0	5	P	5	1	3	0	3	3	1	2	2	1.5	2	1.5	25	P	0	0	0	0	0.5	0	0		2	0	0	0	2.5	P	3	0	1	0	1	2.5	1.5	1	0	0	1	0	11	P	5	3	0.5	4	1		0		1	0	0	0	14.5	P	5	0	4.5	4	2.5	2.5	1	4.5	5	5	5	1.5	40.5	P	0	1	2	141
1085384	P	2	2	3	5	5	3	1		1	2	1	0.5	25.5	P	1	1	2		1	4.5	0		1		1	4	15.5	P	0	0		2	3	2	0	0	1	0	0	1	9	P	1	0	2	2	3	2	3		0	0	1	0	14	P	5		3	1	1			0	5	0	0	0	15	P			4	3	4	0	3.5	1	1	0	1		17.5	P	0	0		2	2	3	3	0	1	0	0		11	P	0	0		1	0.5	0	2	5	1	0		0	9.5	P	0	1	2	141
1103431	P	3.5	2	3	2	2	3.5	2.5	0	3	4	0.5	0	26	P	1.5	1		0	0	2	0	0	0	0	1	1	6.5	P	0	0	0	1	1	2	0	0	1	0	0		5	P	4.5	1	1		4	3.5	1	3	0	1	0.5		19.5	P	3	0	1	4	0	0	0	2	0	0	0	0	10	P	3	1.5	2	0	4	2.5	1.5	2	2	1		2	21.5	P	5	5	0	5		1	1	2	1	0.5	0	0	20.5	P	0	0		1	0	0				5		0	6	P	0	1	2	141
1101688	P	3.5	2	3	3	2	3	0	0		0	0	2	18.5	P	1	0	1	0	3	4	0		0	0	0.5	2	11.5	P	0	1	1	2.5	0	3		0	1		0	1	9.5	P	2	0	1	0	2	4	2		0	0.5	2	1	14.5	P	5	0	0	1	0	0	0		0	0		0	6	P	1.5	0	3	0	2.5	3	2.5	1	2	0		3	18.5	P		0	3	2	1		1	0	1	0		0	8	P	3	5	5	4	4	2	3	3	2	3.5	0	2	36.5	P	0	1	2	141
1104090	P	2	3	5	3.5	2	3	2		2	0		2	24.5	P	0.5	1	2		0	1.5	0	0	0		0	2	7	P	0	0	0	1		1.5		3	1		0	0.5	7	P			0	1	1.5	3	1	2			2	1.5	12	P	3		0		0		0		0				3	P	3	0	3	2	4	2	2	1.5	2.5	0	0	0	20	P		0	0	2	2	0		0	1	0			5	P	3	0	5	2	0	3	0	5	4	0	0	5	27	P	0	1	2	141
1110204	P	3	3	2.5	4	1.5	4	5		4	0		2.5	29.5	P	5	1	3	1	2.5	3.5	0	1.5	3	0	1	2	23.5	P	0	0	1	2	0	3	0	3	1	0	1	1	12	P	3	1.5	1	3.5	2	2	1	1	1.5	2	2	0	20.5	P	2.5	0	1	3	1	0	4	0	2	1	0	0	14.5	P	3	1.5	3	2.5	4	3	1.5	2	2	0		3	25.5	P	3	3		3	2	4.5	3	0	3	0	2	1	24.5	P	0	3	1.5	4	1.5	0	1	5	0	3	0	0	19	P	0	1	2	141
1087700	P	2	4		4	2	4			0	0		2	18	P	1.5	1.5	3		3	1.5			1		0		11.5	P	0	0		2		2	0	0	1	0	0		5	P	5	1	3	3	3	2	0	1	0.5	2.5	2		23	P	5	0	0		1.5	4	0	0			4		14.5	P	3	2	3	1	4	3	2.5	3		1		2	24.5	P	3	0		5		1	1	2	1	1	1		15	P	5	5	5	5	3	0.5	2	4.5	2	4	5	3.5	44.5	P	0	1	2	141
1095538	P	2	2	4.5	2	3	3	0	0	1	0	0	2	19.5	P	2	1	2	0	2	3	1	1	0	0	1	3	16	P	2	0	0	2	1	3	0	3	1	0	1	0.5	13.5	P	2	0	3	0	3.5	2	1	3	1.5	0	1	4	21	P	3	0	2	2	1	0	0.5	0	2	0	0.5	0	11	P	3	4	2	0	4	3	2	2	2	0	1	2	25	P	5	3	0	5	1	3	0.5	0	1	0	0	0	18.5	P	1	0	1.5	1.5	0	1	3	1	1.5	0	0	3	13.5	P	0	1	2	141
1085377	P	3	0	2	2	3	1.5	1		0	0	0	0.5	13	P	2.5	1	1		1	3.5	0		2	0	1		12	P	0	1	0	2	1.5	2	0	3	0	1.5	2	0	13	P	0.5	0	3	0	1	4	1			3.5	4	1	18	P	2	5	5	4	2	0	3	3	2	0	3	4	33	P	0	0	2	2	2.5	1	0	0	1	0	1	1	10.5	P	5	5	4	5	5	5	3	2	5	5	5	5	54	P	0	0	0	1.5	1	0	2	3	0	0	0	0	7.5	P	0	1	2	141
1106942	P	4	2.5	3	5	2.5	4	4.5		1	2	1	2	31.5	P	4	2	2		1	2			0	0	1		12	P	0	0	0	2	1	2	0	3	1		2	0	11	P	1.5	1	2	1.5	3	3.5	1			1.5	3	1.5	19.5	P	3		1	0	0	0	0	0	0.5		0		4.5	P	3	2	3	2	2	2.5	2.5	2	1	1		2	23	P	0	0	0	4	2	1.5	0		1	1	0		9.5	P	5	0	3.5	3.5	2	1	0	3	1	0	0	3.5	22.5	P	0	1	2	141
1099707	P	3	3	5	2	4	4	3		1	2	0	2.5	29.5	P	3	2.5	3		1	2.5	0	1	1.5	0	0	0	14.5	P		1	1	5	2	1	0	0	0	0	0	1	11	P	2	0.5	1.5	0	5	4	2	3	0.5	2.5	3	3	27	P	2	0	0	1	0	0	0	0	2	0	0	0	5	P	3	2.5	3	3	2.5	3	2.5	1.5	2	0	1	2	26	P	0	5		2		2			1	0			10	P	0	0	5	5	3	1.5	0	1	3.5	5	4.5	5	33.5	P	0	1	2	141
1096968	P	5	2.5	4.5	4	4	2	0	3	1		1	3	30	P	3.5	3	2	0	3	1.5		0	2	0	1	0	16	P	0	1	0	2	0	2	0	0	1	0	0.5	2	8.5	P	1	0	1	0	2	5	1	0	0	1.5	2	3	16.5	P	3	0	0.5	1	0	0	0	0	0	0	0.5	0	5	P	1.5	1	3	0	3	2	1.5	3	1.5	1	1	0	18.5	P	5	0	0	3	2	0	1		1	3	0		15	P	0	0	0	0	0.5	0	0	1	0.5	0	0	4	6	P	0	1	2	141
1102803	P	3	3	4	4	2	3	0	0	0	2	0	1.5	22.5	P	5	2		0	1.5	3	0	1	2.5	1	1	1	18	P	0	0	1	1	2	3	2	0	0	2	0	0	11	P	0.5	1	4	0.5	2.5	3	1	1	0	1	2	3	19.5	P	5	0	3	1	2	0	0	1	1	0	0	0	13	P	3	1	2	3	4	0	2.5	2	2	1	1	0	21.5	P	5	5	5	4.5	2	3	0	0	1	1	1	0	27.5	P	5	4	5	4	4	2	2	5	4	5	0	5	45	P	0	1	2	141
