INSCRI	PRE_PORT	PORT1	PORT2	PORT3	PORT4	PORT5	PORT6	PORT7	PORT8	PORT9	PORT10	PORT11	PORT12	PORT13	PRE_BIOL	BIOL1	BIOL2	BIOL3	BIOL4	BIOL5	BIOL6	BIOL7	BIOL8	BIOL9	BIOL10	BIOL11	BIOL12	BIOL13	PRE_QUIM	QUIM1	QUIM2	QUIM3	QUIM4	QUIM5	QUIM6	QUIM7	QUIM8	QUIM9	QUIM10	QUIM11	QUIM12	QUIM13	PRE_HIST	HIST1	HIST2	HIST3	HIST4	HIST5	HIST6	HIST7	HIST8	HIST9	HIST10	HIST11	HIST12	HIST13	PRE_FISI	FISI1	FISI2	FISI3	FISI4	FISI5	FISI6	FISI7	FISI8	FISI9	FISI10	FISI11	FISI12	FISI13	PRE_GEOG	GEOG1	GEOG2	GEOG3	GEOG4	GEOG5	GEOG6	GEOG7	GEOG8	GEOG9	GEOG10	GEOG11	GEOG12	GEOG13	PRE_MATE	MATE1	MATE2	MATE3	MATE4	MATE5	MATE6	MATE7	MATE8	MATE9	MATE10	MATE11	MATE12	MATE13	PRE_LEST	LEST1	LEST2	LEST3	LEST4	LEST5	LEST6	LEST7	LEST8	LEST9	LEST10	LEST11	LEST12	LEST13	PRE_APTD	APTD	AREA	CURSO	GRUPO
1294133	P	3.5	4	3	3	3	4	5		3	4		1	33.5	P	5	2		1	3.5	4.5	1		3	3	1	3.5	27.5	P	3	5	2	5	3	3.5	0	0	1	4.5	4.5	1.5	33	P	5	0	4	2	4.5	3	2			2	2	3.5	28	P	5	5	3	4	4	4	5	3	5	1	3	0	42	P	2.5	1	1.5	4	4	3	3	2	1.5	1	3	2	28.5	P	3	5		2	2	3	1	0	1	1	5	3	26	P	5	4	5	5	4.5	0	5	5	1	3.5	5	5	48	P	0	1	10	141
1297774	P	1	4	3	2.5	2	4	1	2.5	2	0	0	1	23	P	4.5	2	2	0	2	2	1	0.5	1	3	1	1	20	P	3	5	0.5	2	3.5	2	5	3	1	5	3	3	36	P	5	4	3	0.5	3.5	3	2	0		1.5	0	0	22.5	P	5	5	5	4	1	5	3	3	2	1	1	3.5	38.5	P	3	3	3	2	4	2	3	2	1	1	2	0.5	26.5	P	5	5	1	4	5	5	3	3	3	1	4	2	41	P	5	5	2	3.5	3.5	0	1	2	2	3		3	30	P	0	1	10	141
1301606	P	3	1		5	3	4						2.5	18.5	P	5	3.5	3	1.5	1	3.5	4		3	3	1	2	30.5	P	2	0	0	2	3	3	0	0	1	1	1	0	13	P	5	1	3.5	0.5	5	1	2	3		1	1.5		23.5	P	5		2	5	2	0	0	3	5	2		5	29	P	3	0	4	0	4	3	2	2	1.5		2	3	24.5	P	5	1.5	1	4	2	5	1.5		3	3	4		30	P	5	5	4.5	4	5	2	2	5	4	5	5	4	50.5	P	0	1	10	141
1309204	P	4.5	5	2.5	3	3	4	1		4	2	2	2	33	P	5	2	4	0.5	3	4.5	1	2.5	4	0	1	5	32.5	P	5	1	3	1	3.5	5	1	0	1	1.5	1	5	28	P	5	0	5	3	4	5	2	4		2	0	0	30	P	5	5	2	5	5	0	5	3	1	3	1	1	36	P	3	2.5	4	3	4	2	3	1.5	1.5		2	3	29.5	P	5	5	4	2	5	5	5	4	5	3	5	1	49	P	3	4	1	0	1.5	0	1.5	3	2.5	5	0	4	25.5	P	0	1	10	141
1308171	P	3.5	3	1.5	4	3	4	1	3.5	2	0	0	2.5	28	P	2		3	0	4	5	0		0.5	3	1	2	20.5	P	0	0	0	1	1	2	1	0.5	1	0	0	1	7.5	P	0	1	2.5	0	2	4.5	0	0	0	0	0	0	10	P	5	0	2	2	1	0	5	2.5	0	0	0	0	17.5	P	1	1	2	3.5	4.5	3	3	2.5	2	0	4	0.5	27	P	5	5	1	5	2	3.5	1	0	1	0	2		25.5	P	3	0	4.5	4	1	2	4.5	5	4	5	5	2	40	P	0	1	10	141
1305141	P	1	2.5	2	0	4	3	0	0	0	2	1.5	2	18	P	3.5	1.5	3	0	0	3.5	0	0	0	0	1	0	12.5	P	0	1	0	1	3	0.5	1	3	1.5	2	1	1	15	P	1	3	4.5	1	3	3	0	5	0	0.5	0.5	0.5	22	P	3	3	1	4	1	0	5	3	2	0	2	0	24	P	2.5	3	4	3	4	3	2.5	2	1.5	0.5	0	1.5	27.5	P	5	5	0	4	2	5	1	3	3	1	1	0	30	P	1.5	0	2	0	1	0	1.5			0			6	P	0	1	10	141
1304308	P	3	2	3	4	2	4	0	2	3	0	0	2	25	P	4.5	2	4	3	1.5	4	3		5	3	1	2	33	P	5	1	1	2	3	4	3	3	1	5	2	2	32	P	4	0	1.5	3	4.5	2	2	2	2	0.5	5	1.5	28	P	5	3	0	4	0.5	2	5	3	5	0	0.5	3	31	P	3	3	3	2	4	1	4	2	2	1		1	26	P	5	5	1	4	5	4.5	5	2	5	1	4	5	46.5	P	3	5	2.5	4.5	3.5	1	2	5	2	5	0	2	35.5	P	0	1	10	141
1306991	P	2.5	3		2	4	4	0			0	0	2.5	18	P	2.5	2	2		3	3.5		2	1	0	3	4	23	P	0	0	2	2	2.5	2.5	0	0	1	5	2	1	18	P	3	0.5	2.5	1.5	4.5	2	3	0	1	1.5	0.5	3	23	P	2	5	3	5	1	2	5	5	0	0.5	2.5		31	P	2	2	3	3	4.5	2	2	1.5	0.5	1	4	1	26.5	P	5	5	1	5	1	0	2	0	1	1	5	0	26	P	1	0	0	0.5	0	0		1	1			0	3.5	P	0	1	10	141
1303404	P	3	3	0	5	1	2.5	0		1.5		0	2	18	P	5	2	4	0	2	4	4	0.5	2	1	2	4	30.5	P	5	2	2	2	3	4	1	0	1	1	4.5	5	30.5	P	3	2	3	0	2	3	3	3	2	1.5	0	0.5	23	P	3	5	2	5	1.5	2	5	3	5	1	2	5	39.5	P	2.5	0.5	3	2	3.5	3	2	1.5	1	1	0	2	22	P	5	5	5	5	5	5	1	5	5	0	4	0	45	P	3.5	2	5	4	5	2	4	3.5	2.5	5	0	5	41.5	P	0	1	10	141
1304346	P	5	5	2	4.5	2	5	4	4	2	2	0	2	37.5	P	4	3	4	2.5	2.5	4	4	3	3.5	3	3	4	40.5	P	5	4	5	2	1	4	3	0	4	5	4	3	40	P	5	1	4.5	3	4.5	0	1.5	1	0	0.5		3	24	P	4.5	3	5	5	4	5	5	3	5	2	0	3	44.5	P	3	3	4	3	4	3	3	2	3	3		3	34	P	5	5	1	4	5	5	3	5	3	1	0	0	37	P	4	5	5	5	2	2	2	5	3	5	5	4.5	47.5	P	0	1	10	141
1307833	P	2.5	4	4	4	3	3	5	4	2	4	3.5	2.5	41.5	P	5	2.5	3	1.5	2	5	3	4	5	3	1	3	38	P	3	1	2	1	2	2	0	3	1	1	4	0	20	P	5	5	4	4	4.5	2	4	4	3	2.5	3	3	44	P	5	5	3	5	2	5	5	2	2	0	0	0	34	P	3.5	4	4.5	4	4.5	3	4	3	2.5	1	1	2	37	P	5	5	3	5	0	5	1.5	2	1	1	3	0	31.5	P	4	5	3	5	0	0	2.5	1	1.5	0	5	4	31	P	0	1	10	141
1302555	P	1	4.5	3	3	1	4	4		1			2	23.5	P	3	4	4	0	1	3	4	0	1.5	2	1	2	25.5	P	1	1	1	3	3	2.5	1	3	1	0.5	0	0	17	P	5	1	1.5	0	2.5	3	2	2	0	1	1.5	3	22.5	P	5	5	5	5	2	3	3	3	2	2	0.5	1	36.5	P	3	1.5	3	3	4	2	3	2	1.5	1.5	1	2	27.5	P	3	5	1	5	2	5	0	2	5	1	2	0	31	P	4	0	5	5	3	0.5	2	3	4	5	4	4	39.5	P	0	1	10	141
1301705	P	4	4	2	4.5	2	4		3		0	2	0.5	26	P	3	1.5			3	2	2		1	0	1	3.5	17	P	0	1	1	1	3	0	0	3	1	1	2		13	P	3	1	3.5	3.5	4.5	2	3	3			0.5	1	25	P	3	5	3.5	4		2	4	2		0			23.5	P	1	2	4	0	3	3	3	2	2	1	4	1	26	P	5	4		5		3	1	0	3	0	2	0	23	P	5	5	5	5	0.5	2	2	5	2	5	5	4	45.5	P	0	1	10	141
1308669	P	1.5	4	2	0	3	3	1		1	2	0	1	18.5	P	4	5	1	0.5	3	4	1.5	1.5	2	0	1	3	26.5	P	3	2	4	5	3	2	0	3	5	4	2	3	36	P	2	0.5	2	3	4	3	3	1	0.5	0	0.5	1	20.5	P	5	5	3.5	4	1	5	5	2	5	1	1	3	40.5	P	3	4	4	2.5	4	3	4	2.5	3	0.5	0	3	33.5	P	5	5	0	4	2	5	1	0	1	0	2	0	25	P	3	4.5	5	5	4	2.5	5	5	4	5	5	2	50	P	0	1	10	141
1295969	P	2	1	4.5	4	3	4	1		0			1	20.5	P	3.5	2	4	1.5	4	3.5	2	2	2	3	1	5	33.5	P	0	0		3	4	1.5	0	0	1	0	2	3	14.5	P	5	0.5	4.5	1.5	4.5	4	3	0.5	1	0	1	1	26.5	P	4		5	5	2	0.5		3	5				24.5	P	3.5	0	4	3	2.5	3	3	3.5	2	1.5		1	27	A													0	A													0	P	0	1	10	141
1306274	P	3.5	3.5	1	4	3	1	0	0	0	0	0	1.5	17.5	P	1	2	2	0	2	4	0	1	1	0	3	0	16	P	0	1	2	2	4	2	0	3	1	4.5	4	0	23.5	P	4	1	1.5	1	4	3	1	2	2	0.5	1	4	25	P	5	2	3	4.5	1	0	5	3	5	0	2.5	3	34	P	3	1.5	4	3	4	3	2	2	2	1	1.5	0	27	P	5	5	1	2	2	5	3	2	1	1	5	0	32	P	3	4	3	4	2	1.5	4	5	0.5	0	0	5	32	P	0	1	10	141
1296627	P	1	2.5	3	3.5	1	3	0	0	0	0	0	2	16	P	4.5	2	2	0	4	3.5	1	0	1	1	3	2	24	P	2	1	0	2	2	1	0	0	1	4	4	3	20	P	3	4.5	1.5	1.5	3.5	4	4	0	0	1	1		24	P	5	5	0.5	4	1	2		3	5	2	2	0	29.5	P	3	2	3.5	2	3	1	3	3	2	1	1	3	27.5	P	5	5	1	2	2	5	5	2	1	1	4	0	33	P	4	0	0	3.5	2	2	0.5	3	1.5	0	0		16.5	P	0	1	10	141
1312273	P	2	2.5	1.5	2.5	3	2	1.5	4.5	2	2	0.5	2	26	P	3.5	1	4	1	3	2.5	0	1	4	2.5	0.5	2	25	P	0	1	1	2	1	3	0	0	1	0	0	1	10	P	5	0	2	1.5	4.5	3	2	2	2	1.5	0	3	26.5	P	3	2	3	4	2	0	3	2	5	0	1	1	26	P	3	1.5	3	1.5	3	2	1	1	0	0	0	2	18	P	5	0	1	5	2	5	0	0	5	0	2	0	25	P	5	3	5	4	3.5	0	2	5	2	5	3.5	1	39	P	0	1	10	141
1310833	P	1	3	2	4	4	3	2.5	0.5	0	2	0	1	23	P	4	2		0	4	4	2	0	4	1	1	2.5	24.5	P	2	1.5	3	2	2	5	1	3	1	4	3	3	30.5	P	5	1	2.5	3	3	2	1	3	1	1	2	0	24.5	P	5	5	2.5	4	0	4.5	5	3	4	2	3.5	0	38.5	P	3	3	3	3	4	3	2.5	2	1.5	0		2.5	27.5	P	5	3	2.5	5	2	5	1		1	1	0		25.5	P	3.5	4.5	5	5	4	0	0	3	3	0	5	4	37	P	0	1	10	141
1295426	P	2	5	2	5	1	4	1		1		0	2.5	23.5	P	5	2.5	3		2	3	1.5	1	2	3	3	2.5	28.5	P	0	1.5	1	2	1	4	1	0	1	1.5	3	3	19	P	2	0	2	3	4	3	0	3		0.5	1	0	18.5	P	5	5	5	1.5	2.5	2.5	5	2.5	5	0.5	0.5	0	35	P	3	0	4	4	0	3	2.5	2.5	2			0	21	P	5	4	1	5	2	5	0	2	1		0	0	25	P	5	4	2.5	4.5	3	1	3	5	0.5	5	0		33.5	P	0	1	10	141
1294089	P	3.5	4	3	3	1	3	0	0	3.5	0	0.5	2	23.5	P	5	1	2	0.5	4.5		2.5	1	3	3	1	0.5	24	P	0	0	2.5	3	0	4	0	3	1	1.5	1	1	17	P	5	0	1.5	2.5	4	3	0	0	0	0.5	0	0	16.5	P	3	2	1	5	1.5	0	3	3	5	0	0	0	23.5	P	2.5	1	4	3	4	3	3	2		0.5	4	2	29	P	5	5		2.5	2	3	1	0	1	0	2		21.5	P	5	5	2	1	3.5	1	5	3	2	3.5	5	4	40	P	0	1	10	141
1290162	P	2	4	4	5	3	4			2		0	2	26	P	4	3	4	2	5	5	3	1	2.5	5	3	5	42.5	P	3	1	5	2	3	4	1	3	1	4	3	3.5	33.5	P	5	0	2	2.5	3.5	4	4	0	2	0.5	1.5	1.5	26.5	P	5	3	5	4	1	4.5	5	3	5	2	3	5	45.5	P	3	3	3	3.5	4	3	3.5	3	2.5	0	4	3	35.5	P	5	5	5	4	5	5	3	0	3	1	4	5	45	P	3	0	2	5	2.5	0	2	4.5	1.5	5	0	4	29.5	P	0	1	10	141
1306144	P	4	3	4	4	3	5	4	2	1	2	1	1	34	P	4	2	0	0	1	4	0	0	0	0	1	2	14	P	0	0	0	2	2	4	0	0	1	1	1	0	11	P	1	1	2.5	0	3	2.5	2	0	1	3	0	2.5	18.5	P	3	0	1	4	1	0	1	2	0		0	0	12	P	3	1	3	4	4	2	1.5	2	1.5	1	3	0	26	P	5	3	0	3	2	4	1	2	1	1	0	0	22	P	3.5	0	0	0	1.5	2	1	3	1.5	5	0	0.5	18	P	0	1	10	141
1305134	P	3	3	2	3	2	5	5	5	3	3	0	1	35	P	4	2	4	3	2.5	4	1	0	2	0	1	3	26.5	P	0	0	4	3	3	5	1	0	5	5	1	3	30	P	5	1	4	0	3.5	4	3.5	3	1	1.5	1.5	1	29	P	5	5	1	4	2	2	5	3	3	1	1.5	3	35.5	P	3	2	4	4.5	4	3	3.5	3	2	1	0	3	33	P	5	0.5	5	5	5	5	3	2	1	1	5	1	38.5	P	5	3.5	3	5	1.5	1	1.5	4	2	5	0	0	31.5	P	0	1	10	141
1335144	P	5	4	4	4	4	3	1		3	2	1	1.5	32.5	P	5	2	4	4	5	4	4	3.5	3	5	3	4	46.5	P	4	3	3	2	5	4	0	3	1	3.5	4	2	34.5	P	5	1	3.5	2.5	4	5	4	0	2.5	1			28.5	P	5	5	2	5	2	5	5	3	5	2	2	1	42	P	2	3	4	3.5	5	2	3	1	3	0	4.5	2	33	P	5	5	5	5	2	5	5	5	3	5	5	1	51	P	5	5	3	4.5	4.5	0	2	4	2.5	5	5	0.5	41	P	0	1	10	141
1319724	P	5	4	5	3	3	5	0	0	2	2	1.5	2	32.5	P	5	2	3	0	2.5	3	1	3	2	0.5	3	4.5	29.5	P	3	1	1	2	4	3.5	3	0	1	1	1.5	0.5	21.5	P	5	4	4	2.5	4	3.5	3	4	0.5	4	0	2.5	37	P	3	5	1	4	1	0.5	5	3		1	0	0	23.5	P	3	2	4	4.5	4.5	4	3	3.5	1.5	2	3	3	38	P	5	5	5	5	2	5	1	2	1	1	0	0.5	32.5	P	4	4.5	3	5	2.5	2	5	3	4.5	1.5	0	5	40	P	0	1	10	141
1315357	P	3	3	4.5	4	4	4	0	0	2	4	0	1.5	30	P	5	2	2	0	5	4	1.5	0	0	0	3	1	23.5	P	1	0	2	1	2	2	0	0	1	1	3	3	16	P	5	3	3.5	2	4	5	1	2.5	1	2	2	2.5	33.5	P	5	5	5	5	2	0	3	3	5	1	1.5	3	38.5	P	3.5	0	3	3	4.5	5	2.5	3	0.5	1.5	0	2	28.5	P	5	5	1	4	5	5	3	4	0.5	3	4.5	0.5	40.5	P	0	5	4.5	1	1.5	0	2	2	3	5	5	1	30	P	0	1	10	141
1320209	P	3	3	3	4	3	3.5	0	3	2	0	0	0	24.5	P	3.5	2	2	0	3	4	4		2	1	1	3	25.5	P	3	2	1	3	2.5	1.5	2	0	1	2	3	0	21	P	5	1	3	2	2	3	2	1.5	2	1.5	0	4	27	P	3	5	3	4	0.5	0	0.5	3	5	0	1.5	3	28.5	P	2.5	3	4	3.5	4	3	2.5	2.5	2	0	2	3.5	32.5	P	5	0	5	5	1	5	0	0	3		0	0	24	P	0	0	3.5	2	0	0	2	2	0	5	0		14.5	P	0	1	10	141
1317445	P	0	2	3.5	3	2	3	0		0			1	14.5	P	5	0	3.5	1	2	3	0	1	3	4	1	1	24.5	P	3	1	1	2	1	4	3	0	1	2	3	5	26	P	5	3	2	3	3	3	2	1.5	0	2.5	0.5	0	25.5	P	5	5	5	5	2	5	5	3	2	2	1	1	41	P	2.5	3.5	4	3.5	5	3	3	1	1.5	0	2.5	3	32.5	P	5	5	2	5	5	5	5	5	5	2	5	0	49	P	5	3	1	1.5	1.5	2	0	0.5	2	3	0	0	19.5	P	0	1	10	141
1327927	P	4.5	4	1	3.5	1	1	0		0	2	0	1	18	P	4	2	4	0	3	4	2	1	1.5	3	1	1	26.5	P	1	1	1	2	2	1	2	0	2	4	3	3	22	P	3	2	2.5	2.5	3.5	4	2	3	0	1.5	1.5	4	29.5	P	3.5	5	5	3	5	0	0	3	5	3	0	0	32.5	P	3	2.5	4	0	5	2	2.5	1.5	0.5	2	3.5	3.5	30	P	5	5	4	5	5	5	3	3	1	1	5		42	P	5	5	4.5	4	4.5	0	3	4	4	3	5	4	46	P	0	1	10	141
1334059	P	5	2.5	5	5	4	4	1	2.5	3	0	1	2	35	P	5	2	3	2	4.5	5	2	1	4	4	3	4	39.5	P	2	0	0	2	4	5	4	0	1	5	1	3	27	P	5	1	3.5	2	5	4	2	1	0	1	2	3	29.5	P	5	5	3	4	1	2	5	3	5	2	0.5	1.5	37	P	3	3	4	3.5	4	4	4	2.5	3	1	4	3	39	P	5	5	5	4	3	5	3	3.5	1	5	3	0	42.5	P	4.5	5	1.5	4	4	3	5	5	4	5	5	4.5	50.5	P	0	1	10	141
1332398	P	4	2	3	5	1	4	0		0	0	1	1	21	P	4.5	2.5	2.5	0	3	4		0.5	1	1	1	3	23	P	1	1	3.5	5	2	2.5	0	3	0	1	1	1.5	21.5	P		1	3.5	3.5	4	3	2	0		0	1	1.5	19.5	P	3.5	5	5	5	0.5	1.5	5	3	2	2	0	2	34.5	P	3	2	4	3.5	3	4	2	2	0	1	4	1	29.5	P	5	5	2	4.5	2	5	1	5	1	1	0		31.5	P	3	2	5	4	4.5	0	1	5	4	5	5	1	39.5	P	0	1	10	141
1326245	P	5	5	4	4	3	4	0.5	4.5	2	0	0	2.5	34.5	P	4.5	3	3	3	3.5	4	1	1	3	4	1	5	36	P	1	5	2	5	3	5	0	3	1	5	3	3	36	P	5	1.5	4.5	2.5	2	4	2	4	3	2	1.5	3.5	35.5	P	5	5	5	4	4	4	5	3	5	2	2.5	2	46.5	P	3	3	4	4	4	5	3	2.5	2	1	3	3	37.5	P	5	5	1	4.5	2	5	5	5	5	1	5	0	43.5	P	4	5	5	4	3.5	0	3.5	5	4	5	5	0	44	P	0	1	10	141
1324706	P	2	4	4.5	2.5	2	3.5	3	5	2	4	0	1	33.5	P	4	3.5	3	1.5	3.5	3	1	2	3	3	3	3	33.5	P	3	2	3	2	4	4	3	0	5	3	3	4	36	P	3	1	5	3	4.5	4	3	3	1	2.5	2	2.5	34.5	P	5	3	5	3	5	2	5	3	5	1	4.5	2	43.5	P	3	3	4	4	4	3	3	2.5	1.5	1	3	2.5	34.5	P	5	5	4	5	4	5	0	5	1	2	5	1	42	P	1	5	3	4	5	1.5	5	4	0	5	0	1	34.5	P	0	1	10	141
1312754	P	5	2.5	4	4.5	5	4	1	0.5	1	0	1.5	2	31	P	3.5	2	3	1.5	3.5	2.5	0	0	2	1	1	3.5	23.5	P	1	1	0	1	2	2	0	0	1	2	1	1	12	P	5	1	4.5	3	5	3	2	2.5	0	3	1.5	1.5	32	P	4.5	5	1	2	2	2	0	2	2	2	0	1	23.5	P	4	3	4	4	4	3.5	3.5	2	2	3	5	3	41	P	5	5	5	4.5	2	5	0	2	1	0	2	0	31.5	P	3	0	5	4	3	1.5	2	3	1	5	0	1	28.5	P	0	1	10	141
1333797	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A				0									0	P	0	1	10	141
1314491	P	5	4	4	5	4	4	3	0.5	2	2	0	2.5	36	P	4	2	4	2	3.5	5	1	0	3	0	1	4	29.5	P	2	0	1	3	4	1	0	3	1	0	1	1	17	P	3	4	2.5	3	3.5	3	2	2	0.5	3.5	2	4	33	P	5	0	0.5	4	1	1	0	3	5	1	0.5	0	21	P	3	0	3	3	4	3	4	2	2	1	3	3.5	31.5	P	3		5	2	2	5	0	2	1	0	2	0	22	P	3	3	5	4	2	3.5	1	5	1	5	5	4	41.5	P	0	1	10	141
1330392	P	5	4	5	3	3	4	3	0	2	0	0	1	30	P	5	2	3	0	5	3	5	1	3	5	3	5	40	P	2	2	4	2	1	1	3	3	4	4	2	1	29	P	5	3	2	3	4	2	4	4.5	2	4	3	3	39.5	P	5	3	2	4	2	5	3.5	3	5	2	4	5	43.5	P	3	0	3.5	4	4	3	4	3	2	2	1	3.5	33	P	5	5	1	5	2	5	5	5	3	1	4	5	46	P	5	5	3.5	5	2	1.5	2	5	2	5	5	4.5	45.5	P	0	1	10	141
1320568	P	5	3	3	5	1	3	4	3	2	3	3	2	37	P	4	2	4	1.5	3	4	4	2.5	4	3	3	4	39	P	2	2	1	2	5	5	2	3	1	2	3.5	1	29.5	P	5	5	4	4.5	3	4	2	2	1	1	0	2.5	34	P	5	5	5	4	2	5	5	3	5	1.5	3	1	44.5	P	3	3.5	4	3.5	4	4	4	3	2	3	4	3	41	P	5	5	2	5	5	2	1	5	1	0	5	0	36	P	5	0	5	4	4.5	1	2	5	2	5	0	4.5	38	P	0	1	10	141
1339108	P	3	4	4	2.5	3	5	0	3	3	2	4	1.5	35	P	3	2	3	1	3.5	4	1	0	1	2.5	1	3.5	25.5	P	2	1	0	2	0	3	3	0	1	4	1.5	0	17.5	P	5	1	4	3	4	3	2	1	0	2	2	4	31	P	5	5	5	5	2	2	5	5	4	3	4.5	2	47.5	P	3	3	4	3.5	4	3	3	2	2	1	3.5	1.5	33.5	P	5	5	5	5	2	5	0	1.5	1	1	3	0	33.5	P	4.5	0	2	4	3	0	1	3	0	5	5	1	28.5	P	0	1	10	141
1353621	P	1.5	2	2	5	3	3	5	2	1.5	2	4.5	3	34.5	P	4	3	2	0	1.5	3	0.5	2	4	5	4	2.5	31.5	P	3	0	1	2	2	1	2	0		5	0	4	20	P	5		3.5	3	4.5	4	1	3	0	0.5	3.5	4	32	P	4.5	3	5	3	4.5	0	5	3	2	0.5	2	3	35.5	P	4	0	5	3	4	4	4	2	1.5	1	1.5	2	32	P	5	4.5	0.5	2	5	3	5	2	4	1	3	1	36	P	5	4	2	4	3	0	1.5	1	0.5	5	0	5	31	P	0	1	10	141
1347738	P	3.5	3	2	3	2	5	0		2		0	2	22.5	P	3.5	1	2		0	5			1		1	3	16.5	P	0	1		2	2	3.5		0	1		2	0	11.5	P			2	2	2	3	3	0		0	0.5	1.5	14	P	0		2					3			0	0	5	P	3	3	3.5	2	3	2	2	1	0	0	3	0	22.5	P	5			5		3			1	0			14	P	3	0	2	4	0.5	0		1	0	3	0	0	13.5	P	0	1	10	141
1347745	P	2.5	3	2	4.5	3	1	2		2	0	0	2	22	P	4	2	1.5	0	2	3.5	1	1.5	1	0	1	2.5	20	P	0	0	1	2	0	5	0	0	1	1	2	1.5	13.5	P	4	0	3	4	4	5	3	5	1	1.5	1.5	1.5	33.5	P	3	3	1	4	2	0	5	5	5	0.5	1.5	1	31	P	2	0	2	1.5	4	3	3	2	1	0.5	3	0	22	P	5	5	0.5	5	1.5	5	3	2	3	1	4		35	P	5	2.5	3.5	2	0.5	0.5	1	4	4	3	4.5	5	35.5	P	0	1	10	141
1338389	P	1.5	3	3.5	5	1	4	0	0	2	2	0	1.5	23.5	P	4	1	3	0	3	4	1	0	2	3	3	1.5	25.5	P	3	1		2	1	4.5	0	3	1	4.5	0.5	2	22.5	P	5	1	2	2.5	3	3	0	0	0.5	1	0	3	21	P	4	5	5	5	1	3	5	3	5	3	1	3	43	P	3	1.5	3	4	4	3.5	2	2	1	0	3.5	2.5	30	P	5	5		5	2	5	0	0	1	0	0	0	23	P	5	4.5	5	5	4	0	5	5	3	5	5	5	51.5	P	0	1	10	141
1346407	P	3	3	3	4.5	4	4	0		1		1	2	25.5	P	5	1	2	0	4	3	1	1.5	0	3	3	1	24.5	P	1	1	1	2	1	3.5	0	3	1	4	1		18.5	P	2	3	1	2	1	3	3	0	0	0.5		2.5	18	P	5	2	0	4				2	0			2	15	P	3.5	1	4	2	5	2	3	2	1.5	0	4	3	31	P	5	1	3	0	2	0	3		1	0		0	15	P	3	5	4	5	4	0	5	2	4	5	5	4.5	46.5	P	0	1	10	141
1344326	P	2.5	3	2.5	4	1.5	5	0		0	0	0.5	0	19	P	4	2	3	1	2.5	4		1.5	1	2	1	4	26	P	5	1	2	2	3	2	1	3	1	0.5	0	3	23.5	P	2	1	3.5	3	5	3	2		1	1	1	1.5	24	P	5	4	5	2	2	0	5	2	2	1		2	30	P	3	2	2.5	4	4	5	2	2	0	1	1	3	29.5	P	3	4.5	1	5	2	5	3	3	1	2	5	0	34.5	P	5	5	3	3.5	4.5	0	2	5	2	5	4.5	4.5	44	P	0	1	10	141
1338211	P	5	5	4	4.5	4	4	4	1.5	2	3	2.5	2	41.5	P	5	2	4	0	2.5	5	2		2.5	2	3	3.5	31.5	P	0	2	3	2	4.5	3	0	0	1	5	4	0	24.5	P	5	1	5	4	4	5	3	2	2	1.5	1	3.5	37	P	5	5	1	5	4	4	5	3	5	0	5		42	P	3	3.5	4	5	4	3	4	3	2.5	1.5	2	3	38.5	P	5	5	1	5	5	5	3	2	1	1	2	0	35	P	3	5	2	5	2	2	5	5	3	5	0	5	42	P	0	1	10	141
1347714	P	4.5	4	4	1.5	3	5	2	4.5	2		1	1.5	33	P	4	2	4	0	3	3	1	0	2.5		1	3	23.5	P	3	5	0	2	4	5	0	0	1	5	3	3	31	P	5	1	3.5	0	3.5	3.5	2	1		2	0	1.5	23	P	5	5	1	4	1	5	0	3	5	0	0	2	31	P	2.5	2	4		3.5	5	2	2.5	1	0	1	2	25.5	P	5	5	5	4	5	5	1.5	0	1	1	3	0	35.5	P	3	5	3.5	2	0.5	0.5	1	5	2	5	0	4	31.5	P	0	1	10	141
1357050	P	5	3	3	5	3.5	2	5		2	2	0	2.5	33	P	3	1	4	0.5	3	4	2.5	2	2	3	0.5	3.5	29	P	1	1	2	2	3	5	0	0	1	5	1	5	26	P	2	1	3.5	1.5	4.5	3	2	3	0	2.5	3.5	2.5	29	P	5	5	1	5	2	0	5	5	2	3	2	0	35	P	3.5	0	4	2	4	1.5	2	2	2	0	2	3	26	P	5	5	1	5	4	5	5	2	3	1	5	5	46	P	5	5	2.5	4.5	1	2	2.5	5	3	3	5	5	43.5	P	0	1	10	141
1336925	P	3	3	2	4	2	2	1	0	0	0	0	2.5	19.5	P	5	2	3	3	4	4	2	1	3	1	1	4	33	P	3	0	4	2	4	5	5	3	4	5	4	5	44	P	2	0	2.5	3	3	3	2	1				1.5	18	P	5	5	5	4	2	5	5	3	5	3		2	44	P	3	1	3	4	4.5	3.5	4	1.5	1	0	3	2	30.5	P	5	5	1	2	2	3	0	2	5	0	3	1	29	P	5	0	2.5	5	0.5	2	3.5	5	2	5	0	4	34.5	P	0	1	10	141
1349352	P	4.5	4	4	4.5	5	3	1	4.5	2	2	4	2	40.5	P	5	1	3	0	3.5	3	2	1	2	0	1	3	24.5	P	0	1	0	2	2	3	1	0	1	1	1	2	14	P	5	1	4	2.5	4	4	3		1.5	4	1.5	4	34.5	P	3	4	4	4	4.5	4	3	3	2		1	3	35.5	P	3	2	5	2	4	4	4	3	2	0.5	3.5	2	35	P	5	5	1	5	5	5	3	2	1	1	2	0	35	P	5	4	5	4	4	2	4.5	5	3.5	5	5	5	52	P	0	1	10	141
